smiles,n_iter,first_soln_time,lowest_cost_route_found,lowest_cost_route_(binned),best_route_cost_lower_bound,lowest_depth_route_found,best_route_depth_lower_bound,num_calls_rxn_model,num_nodes_in_tree,is_purchasable,constant-0,Tanimoto-distance,Tanimoto-distance-NUM_NEIGHBORS_TO_1,Embedding-from-fingerprints
Cn1nc(-c2ccc(OC(F)(F)F)cc2)cc1CCOc1ccc2ccn(CC(=O)O)c2c1,210,27.0,7.002449963742134,006-008,6.884453786509729,7.0,1.0,33,2360,0.0,0.0,0.5151515151515151,0.9997748592870545,0.08248598341570945
COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC,128,7.0,8.454948478978842,008-009,6.262368276242281,4.0,1.0,21,1518,0.0,0.0,0.46341463414634143,0.9997748592870545,0.04548920828338843
CC(C)(C)n1ncc(-c2nc(CC(=O)NCC3CCOCC3)cs2)c1-c1ccc(C(F)(F)F)cc1,99,16.0,7.843083992480036,006-008,4.767431172841032,6.0,1.0,23,1793,0.0,0.0,0.7142857142857143,0.9996998123827392,0.042485162664342546
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC[C@@H](CN4CCN(C)CC4)OC)c4c3OCC4)nc2N1C(C)C,2646,109.0,12.0994863156497,011-013,7.610606107885931,11.0,1.0,121,12653,0.0,0.0,0.7978723404255319,0.9995497185741088,0.16434907398530108
COc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc2cc(C3=NCC(CC(=O)NCC(C)(C)O)S3)[nH]c12,57,6.0,8.015325515641367,008-009,2.7578078278642804,6.0,1.0,17,986,0.0,0.0,0.5838926174496644,0.9997748592870545,0.03196846203190473
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(C)(F)C(=O)N2C,678,58.0,13.400343391940217,013-014,6.989909501917206,8.0,1.0,101,7224,0.0,0.0,0.6855345911949686,0.9996998123827392,0.046221591152658004
COc1cc(C(=O)N2CC(C)(C)OC[C@H]2CCO)cc2nc(NC(C)c3cc(Cl)ccn3)oc12,308,6.0,12.066656379254528,011-013,8.038222212062323,6.0,1.0,17,542,0.0,0.0,0.6428571428571428,0.9996998123827392,0.0390164810228133
NC(=O)c1sc(-n2cnc3ccc(CCCCN4CCOCC4)cc32)nc1-c1cccc(Cl)c1,1353,84.0,9.823409050372888,009-011,6.765445907186276,4.0,1.0,177,27806,0.0,0.0,0.5354838709677419,0.9997748592870545,0.026760672910344008
Cc1cc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc(-c2c[nH]c(=O)c(C)c2)c1C,64,7.0,7.96007013585195,006-008,5.371920527049544,5.0,1.0,15,1094,0.0,0.0,0.5950413223140496,0.9996998123827392,0.05959344305503822
C[C@H]1CN(c2ccc(C#N)cn2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)cc12,3309,323.0,13.08572016731858,013-014,10.167583072918688,10.0,2.0,324,48662,0.0,0.0,0.7712765957446809,0.999624765478424,0.028774008202642087
Cc1cc2c(cc1-c1cc(C=C3SC(=O)NC3=O)ccc1OC(F)(F)F)C(C(C)C)=CCC2(C)C,102,15.0,6.5988594665066085,006-008,4.524468778065056,5.0,1.0,17,1800,0.0,0.0,0.7597765363128491,0.999624765478424,0.1183991134123833
Cc1ccc2c(=O)n([C@H](C)CN3CC(O)C3)ccc2c1NC(=O)Cc1ccc(C(F)(F)F)c(F)c1,133,37.0,9.403322072670951,009-011,6.781671496055088,6.0,1.0,42,2148,0.0,0.0,0.6829268292682926,0.9996998123827392,0.0346792163045031
CCOC(=O)CCc1ccc(-c2ccc(CN3CCN(C)CC3)cc2)c(OCCCOC)c1,111,29.0,8.093575119862582,008-009,5.713605020617315,4.0,1.0,33,3344,0.0,0.0,0.6322580645161291,0.9996998123827392,0.05323116931359784
CCc1cc(-c2cccc(N)n2)c(OC)cc1O,41,15.0,5.579886654024796,004-006,4.162639271925116,4.0,1.0,18,1522,0.0,0.0,0.6850393700787402,0.9996998123827392,0.07365940169837204
CS(=O)(=O)NCCc1ccc2cc(OCCNC(=O)c3ccccc3)ccc2c1,667,34.0,8.937897590489031,008-009,6.651053301325987,5.0,1.0,95,18286,0.0,0.0,0.6086956521739131,0.9997748592870545,0.036999203701333694
O=c1n(Cc2ccc(C(F)(F)F)nc2O)nc2c(-c3ccncc3)c(-c3ccc(Cl)cc3)ccn12,35,13.0,6.9304700850715175,006-008,3.996074836157221,7.0,1.0,13,632,0.0,0.0,0.2727272727272727,0.9998499061913696,0.06789680441075374
Cc1cccc2nc(C(C)N3C(=O)c4ccccc4C3=O)c(-c3cccc(F)c3)c(=O)n12,69,19.0,5.92844819205725,004-006,5.777941329244694,6.0,1.0,19,1349,0.0,0.0,0.6040268456375839,0.9997748592870545,0.06893276271649218
Cc1ccc(C(C)C)cc1OCc1c(C)nc(-c2c(C)cccc2C)nc1N1CCN(CC(N)=O)[C@H](C)C1,79,15.0,6.902646597637739,006-008,5.07992470374606,4.0,1.0,20,1523,0.0,0.0,0.7437185929648241,0.999624765478424,0.030761732951013476
OC(COc1cccc(-c2ccc3ncn(Cc4ccccc4)c3c2)c1)CN1CCc2ccccc2C1,28,5.0,3.720496769922982,003-004,3.488187383573119,4.0,1.0,7,473,0.0,0.0,0.6627906976744187,0.9996998123827392,0.0356594202763485
NC1=NC(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C2CC2)COC1,43,17.0,9.303713143631697,009-011,6.920688015836369,7.0,1.0,18,801,0.0,0.0,0.736,0.9996998123827392,0.11071491464305672
C=CC(OCOC)c1ccc(N(c2cc3oc(-c4ccc(F)cc4)c(C(=O)NC)c3cc2C2CC2)S(C)(=O)=O)cc1Cl,9,3.0,3.271813386950107,003-004,2.5891957103861465,3.0,1.0,5,213,0.0,0.0,0.29032258064516125,0.9998499061913696,0.04176492713249891
CC(C)(C)c1cc2cc(N)cc(CO)c2[nH]1,43,19.0,5.188374942012317,004-006,4.20903539292288,6.0,1.0,19,980,0.0,0.0,0.7428571428571429,0.9996998123827392,0.04462678349216398
COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2CO)C(C)C)ccc1OC,3798,399.0,17.147310747568035,016-018,11.14998559210512,6.0,2.0,431,54723,0.0,0.0,0.7064220183486238,0.9996998123827392,0.04853223592730527
Cc1c(CCCN2CC3C(C2)C3(C)c2cccc(NS(C)(=O)=O)c2)[nH]c2ccc(F)cc12,311,61.0,10.015959159043195,009-011,5.000107158563653,7.0,1.0,69,6431,0.0,0.0,0.656,0.9996998123827392,0.03452533362182264
CC(C(=O)O)c1ccc2nc(N)oc2c1,9,3.0,2.16296340221476,001-003,2.0541880700384225,3.0,1.0,5,400,0.0,0.0,0.6212121212121212,0.9997748592870545,0.04231809329939307
Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OC[C@@H](C)O)ccc34)cc2)c(=O)n(-c2ccccc2)n1C,19,9.0,2.879303555896734,001-003,2.705359545530727,5.0,1.0,9,492,0.0,0.0,0.6689655172413793,0.9996998123827392,0.04233274547232946
CC(C)(O)Cn1nc(C[C@@H]2CCN(C(=O)C3CC3)C2)n(-c2ccc(-c3ccc4occc4c3)cc2)c1=O,226,20.0,9.512176169628509,009-011,5.690654598519549,7.0,1.0,29,3714,0.0,0.0,0.7604790419161677,0.999624765478424,0.03755965786577087
COC1=C(OC)C(=O)C(Cc2cccc(C(=O)O)c2O)=C(C)C1=O,9,2.0,4.440011636575637,004-006,3.0798619286444926,2.0,1.0,5,442,0.0,0.0,0.6759259259259259,0.9996998123827392,0.2152327387940286
Cc1cc(NCCNC2CCOCC2)n2nc(C)c(-c3c(C)cc(Cl)cc3C)c2n1,69,24.0,5.391640337120284,004-006,5.239279114940658,6.0,1.0,24,1415,0.0,0.0,0.75177304964539,0.999624765478424,0.02755186840665158
NCCc1ccc(OCc2ccccc2)c(NC=O)c1,23,11.0,4.150667755154239,004-006,3.049485963116464,6.0,1.0,11,667,0.0,0.0,0.3908045977011494,0.9998499061913696,0.04475273310891015
COC1(c2ccc(Cl)c(Cc3ccc(COC4CC4)cc3)c2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,100,8.0,6.3233167551316125,006-008,4.906943503605226,4.0,1.0,23,2339,0.0,0.0,0.5957446808510638,0.9996998123827392,0.06603014339833546
COc1nccc(I)c1-c1nc2c(C)cc(N3CCN(C(=O)OC(C)(C)C)CC3)cc2[nH]1,8,2.0,1.9365654655458864,001-003,1.222819487107781,2.0,1.0,3,235,0.0,0.0,0.6,0.9997748592870545,0.030093080524572713
COc1cn(-c2cc(F)c(N3CCOCC3)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O,37,18.0,2.990554341855282,001-003,2.795435648379775,7.0,1.0,19,1040,0.0,0.0,0.711764705882353,0.9996998123827392,0.039122798459517605
CC(=O)OCc1c(-c2cc(Nc3cccc(N)n3)c(=O)n(C)c2)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O,31,10.0,5.332897874761149,004-006,5.012530256719658,7.0,1.0,10,414,0.0,0.0,0.655,0.999624765478424,0.08285737151072325
Cc1ccc2ccccc2c1CC(C)Oc1ccccc1N,35,3.0,6.577837661290415,006-008,5.168006026608388,3.0,1.0,15,1158,0.0,0.0,0.5617977528089888,0.9997748592870545,0.03245359437934292
CS(=O)(=O)Cc1cccc2c(C(c3ccc(Cl)cc3F)C3CC3C#N)c[nH]c12,26,5.0,4.062670880718646,004-006,3.658048944057862,5.0,1.0,8,351,0.0,0.0,0.7580645161290323,0.999624765478424,0.028506982567549244
CCOC(CC)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(OC)nc1C,305,75.0,8.953858315023803,008-009,2.219370659743541,8.0,2.0,75,6180,0.0,0.0,0.7904191616766467,0.9995497185741088,0.02160771075350565
CCCNc1nc(Nc2cccc(F)c2)ncc1-c1cc(CCN2C(=O)c3ccccc3C2=O)no1,862,185.0,8.41629292182794,008-009,8.20465365886356,9.0,2.0,185,16166,0.0,0.0,0.6375,0.9997748592870545,0.03130033087254236
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CCOC3CNC3)c2n1,281,49.0,7.882219272000842,006-008,6.912125685770465,9.0,1.0,54,5930,0.0,0.0,0.4113475177304965,0.9998499061913696,0.0566588590785857
CC(C)(C)OC(=O)NCCOCCn1cnc2c(N)nc3ccccc3c21,15,6.0,3.309440368852381,003-004,2.775801322262222,6.0,1.0,8,498,0.0,0.0,0.5845070422535211,0.9997748592870545,0.03397680926557811
COC(=O)c1cc(Cc2ccc(OC)cc2)c(C)c(Cl)c1OS(=O)(=O)C(F)(F)F,41,7.0,5.187156822268388,004-006,4.015470635014951,6.0,1.0,13,1480,0.0,0.0,0.5794392523364487,0.9997748592870545,0.06887180259494885
CN1CCCc2cc3c(c(Cl)c21)CCN(C(=O)OC(C)(C)C)CC3,2023,350.0,11.65390707840966,011-013,9.728300524198588,6.0,2.0,385,45345,0.0,0.0,0.5700934579439252,0.9997748592870545,0.034224134263801886
CCc1nccc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,28,7.0,5.631014277295764,004-006,3.138827042263411,6.0,1.0,11,575,0.0,0.0,0.7303921568627452,0.999624765478424,0.02998989175151945
CN(CCON=C(c1ccccc1)c1cc2ccncc2[nH]1)C(=O)OC(C)(C)C,407,65.0,16.896245090711165,016-018,11.211550239236916,8.0,2.0,69,3296,0.0,0.0,0.6616541353383458,0.9996998123827392,0.15908505762292136
Cc1c(Oc2ccc(C(CO)CO)cc2)ncnc1OC1CCN(c2ncccn2)CC1,269,42.0,9.02785887415754,009-011,6.684841932087762,3.0,1.0,55,4246,0.0,0.0,0.6885245901639344,0.9996998123827392,0.023129620710287346
CCc1nc2c(C)cc(C)nc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc3ccccc3c2)cc1,140,25.0,8.704346116817929,008-009,5.084982181233254,5.0,1.0,35,2519,0.0,0.0,0.5354838709677419,0.9997748592870545,0.04461726510481989
C[C@@H]1CCCN(C(=O)c2cccc(F)c2-n2nccn2)[C@@H]1CNc1ncc(C(F)(F)F)cn1,2481,143.0,10.008681282197752,009-011,7.852007726107875,6.0,1.0,143,23685,0.0,0.0,0.7384615384615385,0.999624765478424,0.026767321492134122
Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(F)cc21,173,20.0,6.270296476583759,006-008,5.053443953570075,4.0,1.0,34,2849,0.0,0.0,0.6442953020134228,0.9996998123827392,0.0415370603473596
CCc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Oc1ccc2nc(NC(=O)CO)sc2n1,11,6.0,2.019710951855626,001-003,2.0186582874197696,6.0,1.0,6,291,0.0,0.0,0.7197452229299364,0.9996998123827392,0.028085276664855496
CC(=O)OC1CCCC1(N)CNc1ccc(C#N)c(Cl)c1C,49,20.0,4.305763005851716,004-006,3.858923960047501,4.0,1.0,20,1229,0.0,0.0,0.7023809523809523,0.9996998123827392,0.02812382998547558
Cc1ccc(-c2cc(C(=O)O)cc(-n3cnnn3)c2)cc1,25,6.0,4.861836218607758,004-006,3.1107543292502777,4.0,1.0,12,919,0.0,0.0,0.5257731958762887,0.9997748592870545,0.06290141595155363
COCCN1CCC(Oc2cc(Nc3cc4ccn(CCO)c(=O)c4c(NC(C)(C)C)n3)ncn2)CC1,27,8.0,3.383686629949993,003-004,2.735748614191797,5.0,1.0,8,461,0.0,0.0,0.7580645161290323,0.999624765478424,0.04881679619960799
CCOC(=O)C1(c2cc(Br)c(N)c(OCC3CC3)c2)CCCC1,98,13.0,5.753391871106253,004-006,5.197849032077185,5.0,1.0,23,2081,0.0,0.0,0.7029702970297029,0.9996998123827392,0.03762274859289183
CCOCCOc1cc(C)c(-c2cccc(CNc3ccc(CCC(N)=O)c(F)c3)c2)c(C)c1,815,72.0,8.19962757254876,008-009,6.600992876666117,7.0,1.0,80,15050,0.0,0.0,0.6628571428571428,0.9996998123827392,0.03258712418592202
COc1ccc(Br)c(CC(=O)N(C)C)c1,5,2.0,2.652533642403728,001-003,2.0202638545383427,2.0,1.0,3,199,0.0,0.0,0.5901639344262295,0.9997748592870545,0.044592856126156155
Cc1ccc2c(Nc3ccc(C#N)cc3)nccc2c1Nc1ncccc1-c1ncnc2[nH]ncc12,48,8.0,6.517268959589853,006-008,3.4020611867539885,5.0,1.0,15,981,0.0,0.0,0.6621621621621622,0.999624765478424,0.18440585879098936
O=C(CCCn1cnc2c[n+]([O-])c3ccccc3c21)c1ccccc1,47,7.0,4.229042963855954,004-006,4.205846034133852,4.0,1.0,17,1411,0.0,0.0,0.6545454545454545,0.9996998123827392,0.033972212204115615
CC(C)(C)c1cc(F)c2c(=O)n(Cc3cc(CO)c(-c4cc[nH]c(=O)c4)cc3F)ncc2c1,79,30.0,5.631592720188426,004-006,4.384882144187069,5.0,1.0,30,2082,0.0,0.0,0.703125,0.999624765478424,0.14360540079494877
C=CC(=O)N1CCN(c2ncnc3cc(Cl)c(C#N)cc23)CC1C#N,690,9.0,11.590722608359709,011-013,7.895125950283639,5.0,2.0,61,5252,0.0,0.0,0.7685185185185185,0.999624765478424,0.16390050919551868
Cc1c(-c2cnc(C(N)=O)c3[nH]c4cc(OCC(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,598,115.0,7.43861481389684,006-008,3.178716820115012,5.0,2.0,119,13683,0.0,0.0,0.5961538461538461,0.9996998123827392,0.014155296634526748
NCCn1cnc2cc(C(=O)N3CCCC4CCCCC43)ccc21,13,5.0,2.013530570931629,001-003,1.9763291561658496,5.0,1.0,7,375,0.0,0.0,0.7597402597402597,0.999624765478424,0.020871240510724864
NC(=O)c1cc(F)cc2cc(-c3ccc(CNC4CC4)cc3)oc12,162,41.0,6.487259841627913,006-008,6.187578302264456,6.0,1.0,41,3832,0.0,0.0,0.3298969072164949,0.9997748592870545,0.019026817322409406
CNC(=O)c1nc(-c2cnn(CC(F)(F)COCc3ccccc3)c2)ccc1N,164,31.0,7.341289390718084,006-008,5.854383704391048,5.0,1.0,32,2056,0.0,0.0,0.6491228070175439,0.9996998123827392,0.026074654486309967
NS(=O)(=O)c1ccc(-c2nc(NC(=O)N(CCC(c3ccc(F)cc3)c3ccc(F)cc3)C3CC3)sc2Cl)cc1,47,18.0,5.924520794288065,004-006,5.564785044249033,5.0,1.0,18,1129,0.0,0.0,0.6232876712328768,0.9996998123827392,0.040088326310182665
CCC(CC)c1ccc(Cl)c2nc3n(c12)CCN3c1ccc(Cl)cc1Cl,307,86.0,13.007456755494644,013-014,8.250614202392036,8.0,2.0,86,6859,0.0,0.0,0.7105263157894737,0.9996998123827392,0.052992230591694556
CCn1c(=O)c2c(C)[nH]nc2c2cc(CCCN3CCCC3)ccc21,7561,492.0,9.833641597422403,009-011,7.628048886950485,8.0,1.0,492,158381,0.0,0.0,0.7160493827160495,0.9996998123827392,0.061596519354895074
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(=O)n(CC3CC3)cc(CN3CCCN(C(C)C)CC3)c2c1,382,67.0,13.509950675075372,013-014,11.888232155951226,5.0,2.0,67,8215,0.0,0.0,0.6868131868131868,0.9996998123827392,0.02677786647005642
COc1nc(CNC(=O)OC(C)(C)C)cc(C)c1CNC(=O)c1cc(Br)cc2c1c(C)cn2C(C)C,4165,60.0,16.530891998396285,016-018,13.165608924537963,11.0,2.0,83,7874,0.0,0.0,0.7142857142857143,0.9996998123827392,0.06841169012350246
N#Cc1c(Cl)cc(Nc2nc(N)n(S(=O)(=O)c3ccc(C(F)(F)F)cc3)n2)cc1Cl,110,18.0,9.2037711510463,009-011,6.276233313451193,5.0,2.0,21,1445,0.0,0.0,0.6699029126213591,0.9996998123827392,0.03641969863313388
CCOC(=O)/C=C/CC[C@H]1CN(C(=O)OCc2ccccc2)CCN1S(=O)(=O)c1ccccc1,39,10.0,9.046644933045355,009-011,7.510732616516763,4.0,1.0,16,1150,0.0,0.0,0.6258503401360545,0.9997748592870545,0.033680752916735
CN1Cc2c(Br)cccc2N(Cc2cccc(F)c2)C1=O,19,7.0,6.110867338149612,006-008,5.485247512703429,4.0,1.0,10,436,0.0,0.0,0.6695652173913044,0.9996998123827392,0.03046824656201297
CC(C)(C)OC(=O)NCC1Oc2c(Cl)cc(Br)cc2C1O,554,94.0,10.01097657669126,009-011,7.771750507578917,7.0,1.0,96,10907,0.0,0.0,0.6632653061224489,0.9996998123827392,0.031063775725343357
CC(=O)Nc1nc2ccc(Oc3cccc(NC(=O)c4cccc(C5(C#N)CC5)c4Cl)c3)cc2s1,54,11.0,3.609892221802462,003-004,3.254413805898346,6.0,1.0,14,1314,0.0,0.0,0.7124183006535948,0.9996998123827392,0.1991362548556359
CCCCCCCCCCCCCCCCSCC(CBr)OC,33,8.0,3.8615274936676154,003-004,3.4187108207054653,3.0,1.0,11,840,0.0,0.0,0.3522727272727273,0.9998499061913696,0.07448265618060423
C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN4C[C@H]5OCCO[C@H]5C4)cc23)c1,51,13.0,7.702964191340254,006-008,6.667841690094221,6.0,1.0,13,708,0.0,0.0,0.7371428571428571,0.999624765478424,0.06058657440002757
CC(=O)Nc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,189,15.0,6.489303754498904,006-008,5.26098424448215,6.0,1.0,29,2823,0.0,0.0,0.7740112994350282,0.999624765478424,0.036592565160366464
CN(C)CCN1Cc2ccccc2-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CCC1=O,81,30.0,9.243411445390969,009-011,5.599547181912314,4.0,1.0,32,2080,0.0,0.0,0.675,0.9996998123827392,0.025174875662303697
O=C(NCCc1ccc(Cl)cc1C1CC1)c1ccc(Oc2cc3c(cc2Cl)C(C(=O)O)CCO3)cc1,1575,25.0,11.787578353712949,011-013,7.783981442805272,3.0,1.0,65,10832,0.0,0.0,0.7122302158273381,0.9996998123827392,0.06034929150160484
CS(=O)(=O)O[C@@H]1CCCC[C@H]1Nc1nc2ccc(Cn3cnc4cccnc43)cc2s1,111,12.0,6.695869565672838,006-008,4.327247029607708,7.0,1.0,22,1593,0.0,0.0,0.6830985915492958,0.999624765478424,0.026870825315355784
CCCc1nc2cc(N(Cc3ccccc3)C(=O)C(C)C)ccc2n1CC(=O)O,53,15.0,4.2529595627809735,004-006,3.8946093341525936,6.0,1.0,24,1369,0.0,0.0,0.6666666666666667,0.9996998123827392,0.03802164955098397
N#Cc1ccccc1-c1cc(F)cc(-c2ccnc3nc(C(F)(F)F)ccc23)c1,5,3.0,1.7416930375153237,001-003,1.3948808096326133,3.0,1.0,3,387,0.0,0.0,0.6585365853658536,0.9996998123827392,0.052174800467550186
NC(=O)Cc1cccc(-c2nn(C3CCCC3)c3cc[nH]c(=O)c23)c1,107,18.0,4.718303985243601,004-006,3.920469041531765,10.0,1.0,18,2156,0.0,0.0,0.680672268907563,0.9996998123827392,0.035962263350984514
CN(c1ccc(/C=C/C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1)c1ncccn1,22,8.0,4.114583367673016,004-006,3.141961652297626,5.0,1.0,8,289,0.0,0.0,0.6713286713286714,0.9996998123827392,0.037403115255909114
O=C1Cc2ccccc2Oc2cc(F)ccc21,7,2.0,3.789858948203684,003-004,3.420908007233151,2.0,1.0,4,429,0.0,0.0,0.6363636363636364,0.9997748592870545,0.028675372636002505
CCCCC(=O)c1c(-c2ccc3c(Br)c(OC(Cc4ccccc4)C(=O)O)ccc3c2)oc2ccccc12,65,11.0,6.06912203646628,006-008,4.034365067013402,6.0,1.0,17,1418,0.0,0.0,0.696078431372549,0.9996998123827392,0.0381091658567736
COc1ncc(C)c(-c2ccc3c(c2)[nH]c(=O)c2cnn([C@H]4CCOC4)c23)c1C,3366,194.0,13.333526705682308,013-014,12.81798211893156,6.0,2.0,194,23988,0.0,0.0,0.7414965986394557,0.999624765478424,0.042108092073595116
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cccc(-c4nc5ccccc5s4)c3)cc12,10,3.0,2.754627399055372,001-003,2.5130017057090708,2.0,1.0,5,409,0.0,0.0,0.5706214689265536,0.9997748592870545,0.03282616204906996
CNC1(C)CCC(Oc2ncnc3sc4c(c23)[C@@H](CC(N)=O)CC4)CC1,289,71.0,7.029680512746275,006-008,6.351215508583312,7.0,1.0,71,4310,0.0,0.0,0.6953125,0.999624765478424,0.035020144056614466
Cc1cccc2c(Cl)ncc(C(=O)NCC3CCOCC3)c12,51,12.0,6.68777229619772,006-008,5.558583273122973,3.0,1.0,20,1337,0.0,0.0,0.6220472440944882,0.9996998123827392,0.036711461772417575
CN(CC1(c2nc(-c3ccccc3)cs2)CCOCC1)C(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1,530,25.0,6.60478107380335,006-008,6.60478107380335,8.0,1.0,25,1830,0.0,0.0,0.7350993377483444,0.9996998123827392,0.04813058399180581
Cc1nc(N)c2nc(C)n(CCCCCSc3ccccc3)c2c1C,43,15.0,3.590829110685423,003-004,3.5265978905978272,7.0,1.0,15,1262,0.0,0.0,0.7014925373134329,0.9996998123827392,0.03681013874782535
Cc1nc(C(C)(CS(C)(=O)=O)NC(=O)c2cc(O[C@@H](C)C(F)(F)F)c(C3CCC3)cn2)no1,29,14.0,10.530586699940274,009-011,9.170287537816586,3.0,2.0,14,381,0.0,0.0,0.5178571428571428,0.9996998123827392,0.05176672630183876
CC(C)(CC1CCN(c2ccc([N+](=O)[O-])cn2)CC1)C(=O)O,13,3.0,3.2912315141644584,003-004,2.470306310411237,3.0,1.0,6,320,0.0,0.0,0.5348837209302326,0.9997748592870545,0.040610179425663806
COc1cnc(Nc2cnc(Cl)c(N)c2)c(-c2nc(C)nc(N)n2)c1,149,8.0,5.478162728434708,004-006,4.059365094017594,6.0,1.0,18,1685,0.0,0.0,0.7441860465116279,0.999624765478424,0.03985080530787699
Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@@H]3CC(C)C[C@@H]3[C@H]2CNC(=O)c2ccnc(C)c2)c1,43,19.0,5.9042880569733125,004-006,3.654972795202517,7.0,1.0,20,920,0.0,0.0,0.4817518248175182,0.9997748592870545,0.026803923799454843
CCC(CO)Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,168,9.0,10.887997084289353,009-011,6.479141673834091,4.0,1.0,17,1297,0.0,0.0,0.7196969696969697,0.9996998123827392,0.0584590817259345
CCOC(=O)c1cn2c(cc1=O)-c1cc(OC)c(OCCCN3CCOCC3)cc1CC2C(C)(C)C,803,84.0,6.820052732140524,006-008,3.029429609762996,8.0,1.0,84,11465,0.0,0.0,0.717948717948718,0.9996998123827392,0.05017918623903905
CCCc1nn(-c2ccc(C(F)(F)F)cn2)cc1CCCOc1c(C#N)cccc1CC(=O)O,1803,144.0,9.841404054820345,009-011,9.759028128625884,7.0,1.0,153,17662,0.0,0.0,0.5955882352941176,0.9996998123827392,0.027131880753762272
CCOc1cc2nc(-c3nnc4ccc([C@@H](N5CC[C@H](N)C5)C(F)(F)F)cn34)ccc2cc1F,17,6.0,2.6090788404766365,001-003,2.332497675388743,6.0,1.0,7,345,0.0,0.0,0.7753623188405797,0.999624765478424,0.026884995239515486
COCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)c1ccc(C)cc1,30,2.0,3.2454175479273872,003-004,1.6727087739636937,2.0,1.0,6,1454,0.0,0.0,0.5666666666666667,0.9997748592870545,0.0599550236683879
CN1CCNC(CCOc2ccccc2)C1,133,9.0,7.866699049464659,006-008,5.573423424775064,2.0,1.0,44,4345,0.0,0.0,0.5757575757575757,0.9997748592870545,0.034780766103191585
CCOC(=O)COc1cccc(CCCn2cc(C(c3ccccc3)c3ccccc3)ccc2=O)c1,15,5.0,5.3711277508792135,004-006,4.287389502206967,4.0,1.0,8,431,0.0,0.0,0.6054421768707483,0.9997748592870545,0.027852430394538774
COc1nn2cc(-c3cc4c(OCc5csc(C6(F)CCOCC6)n5)cc(Cl)cc4o3)nc2s1,204,22.0,5.19462279744514,004-006,5.19462279744514,7.0,1.0,22,1217,0.0,0.0,0.5705521472392638,0.9996998123827392,0.0721973696516367
Cc1nc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2C)c(C)s1,15,5.0,3.3324147714273407,003-004,3.2703303459237385,5.0,1.0,8,384,0.0,0.0,0.7012987012987013,0.999624765478424,0.06290743692888556
CC(=O)Nc1cccc(N2CCN(CCc3nn(C)c(=O)n3CC3CCCCC3)CC2)c1,9999,-1.0,-1.0,NotSolved,8.54019342973407,-1.0,2.0,485,199972,0.0,0.0,0.7371794871794872,0.9996998123827392,0.03298383286802564
Cc1cc([N+](=O)[O-])c(OC(C)C)cc1C1=CCC(N(C)C)CC1,11,2.0,2.177606878097343,001-003,1.936257127871985,2.0,1.0,5,194,0.0,0.0,0.7303370786516854,0.9996998123827392,0.028762773034590627
O=C(Nc1cn(CCNCc2cccnc2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,942,141.0,8.838273742425255,008-009,8.323580622309217,8.0,2.0,141,12544,0.0,0.0,0.7567567567567568,0.999624765478424,0.02513741021584981
